Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote
Ghana,14 000 ,7300 , 29 000,,19 000 ,10 000 , 38 000,,26 000 ,14 000 , 48 000,,34 000 ,20 000 , 61 000,,44 000 ,27 000 , 76 000,,56 000 ,35 000 , 93 000,,69 000 ,46 000 , 110 000,,84 000 ,58 000 , 130 000,,100 000 ,70 000 , 150 000,,120 000 ,85 000 , 160 000,,130 000 ,99 000 , 180 000,,150 000 ,110 000 , 200 000,,160 000 ,130 000 , 210 000,,180 000 ,140 000 , 220 000,,190 000 ,160 000 , 240 000,,200 000 ,170 000 , 250 000,,210 000 ,180 000 , 260 000,,220 000 ,190 000 , 260 000,,230 000 ,190 000 , 270 000,,230 000 ,200 000 , 270 000,,230 000 ,200 000 , 270 000,,240 000 ,200 000 , 270 000,,240 000 ,200 000 , 270 000,,240 000 ,200 000 , 270 000,,240 000 ,210 000 , 280 000,,240 000 ,210 000 , 280 000,,240 000 ,210 000 , 280 000,,240 000 ,210 000 , 280 000,,240 000 ,210 000 , 280 000,,240 000 ,210 000 , 280 000,,240 000 ,210 000 , 280 000,,240 000 ,200 000 , 270 000,,230 000 ,190 000 , 270 000,
Greece,<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication."
Grenada,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,
Guatemala,<1000 ,<500 , 3300,,<1000 ,<500 , 4300,,1500 ,<1000 , 5400,,2100 ,<1000 , 6700,,2900 ,1200 , 7900,,3900 ,1800 , 9400,,5200 ,2500 , 12 000,,6700 ,3400 , 14 000,,8400 ,4400 , 17 000,,10 000 ,5700 , 20 000,,12 000 ,7100 , 23 000,,14 000 ,8500 , 26 000,,17 000 ,10 000 , 29 000,,19 000 ,12 000 , 32 000,,20 000 ,13 000 , 33 000,,21 000 ,14 000 , 35 000,,23 000 ,15 000 , 37 000,,24 000 ,16 000 , 38 000,,24 000 ,16 000 , 37 000,,23 000 ,15 000 , 36 000,,22 000 ,14 000 , 35 000,,22 000 ,13 000 , 35 000,,21 000 ,12 000 , 34 000,,20 000 ,12 000 , 33 000,,20 000 ,11 000 , 32 000,,19 000 ,10 000 , 31 000,,19 000 ,9900 , 30 000,,19 000 ,10 000 , 29 000,,18 000 ,9700 , 28 000,,17 000 ,9200 , 26 000,,16 000 ,8500 , 24 000,,15 000 ,7800 , 22 000,,14 000 ,7000 , 20 000,
Guinea,2600 ,<1000 , 4900,,3600 ,1400 , 6400,,4800 ,1900 , 8100,,6300 ,2800 , 11 000,,8300 ,3800 , 13 000,,11 000 ,5300 , 17 000,,13 000 ,6900 , 21 000,,17 000 ,9200 , 25 000,,20 000 ,12 000 , 30 000,,24 000 ,15 000 , 35 000,,28 000 ,18 000 , 41 000,,33 000 ,21 000 , 46 000,,37 000 ,25 000 , 51 000,,41 000 ,29 000 , 56 000,,45 000 ,33 000 , 60 000,,49 000 ,37 000 , 64 000,,53 000 ,41 000 , 69 000,,56 000 ,44 000 , 72 000,,60 000 ,48 000 , 75 000,,62 000 ,51 000 , 77 000,,64 000 ,52 000 , 79 000,,65 000 ,52 000 , 80 000,,67 000 ,54 000 , 81 000,,69 000 ,55 000 , 83 000,,71 000 ,57 000 , 86 000,,74 000 ,59 000 , 89 000,,77 000 ,63 000 , 92 000,,80 000 ,65 000 , 95 000,,82 000 ,67 000 , 97 000,,85 000 ,70 000 , 100 000,,86 000 ,71 000 , 100 000,,86 000 ,71 000 , 100 000,,85 000 ,70 000 , 100 000,
Guinea-Bissau,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<1000 , 1500,,1300 ,<1000 , 2000,,1800 ,1300 , 2800,,2500 ,1800 , 3800,,3500 ,2600 , 5200,,4700 ,3600 , 6800,,6200 ,4800 , 8700,,7900 ,6200 , 11 000,,9800 ,7800 , 13 000,,12 000 ,9600 , 16 000,,14 000 ,11 000 , 18 000,,16 000 ,13 000 , 21 000,,18 000 ,15 000 , 23 000,,20 000 ,17 000 , 25 000,,22 000 ,19 000 , 27 000,,24 000 ,21 000 , 29 000,,26 000 ,22 000 , 31 000,,27 000 ,24 000 , 32 000,,29 000 ,26 000 , 34 000,,30 000 ,27 000 , 35 000,,32 000 ,28 000 , 36 000,,32 000 ,29 000 , 37 000,,33 000 ,30 000 , 38 000,,33 000 ,30 000 , 38 000,,33 000 ,30 000 , 38 000,,33 000 ,29 000 , 37 000,,32 000 ,28 000 , 36 000,
Guyana,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1200,,<1000 ,<500 , 1300,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1500,,1000 ,<1000 , 1500,,1000 ,<1000 , 1600,,1100 ,<1000 , 1600,,1100 ,<1000 , 1700,,1200 ,<1000 , 1800,,1300 ,<1000 , 1900,,1300 ,<1000 , 2000,,1400 ,<1000 , 2100,,1500 ,<1000 , 2200,,1600 ,<1000 , 2300,,1600 ,<1000 , 2400,
Haiti,9100 ,4600 , 16 000,,13 000 ,6900 , 23 000,,18 000 ,10 000 , 30 000,,23 000 ,14 000 , 38 000,,29 000 ,18 000 , 46 000,,36 000 ,23 000 , 54 000,,43 000 ,29 000 , 63 000,,50 000 ,35 000 , 71 000,,57 000 ,42 000 , 80 000,,64 000 ,49 000 , 87 000,,71 000 ,56 000 , 93 000,,76 000 ,61 000 , 98 000,,82 000 ,67 000 , 100 000,,86 000 ,71 000 , 110 000,,89 000 ,74 000 , 110 000,,92 000 ,76 000 , 110 000,,93 000 ,78 000 , 110 000,,93 000 ,79 000 , 110 000,,93 000 ,79 000 , 110 000,,91 000 ,78 000 , 110 000,,88 000 ,75 000 , 100 000,,87 000 ,75 000 , 100 000,,85 000 ,75 000 , 98 000,,84 000 ,74 000 , 95 000,,82 000 ,73 000 , 92 000,,80 000 ,71 000 , 91 000,,78 000 ,70 000 , 89 000,,77 000 ,69 000 , 87 000,,73 000 ,66 000 , 82 000,,70 000 ,63 000 , 78 000,,65 000 ,58 000 , 74 000,,59 000 ,52 000 , 67 000,,53 000 ,46 000 , 62 000,
Honduras,2000 ,1100 , 3300,,2600 ,1500 , 4400,,3500 ,2100 , 5700,,4500 ,2800 , 7300,,5700 ,3600 , 9100,,7100 ,4600 , 11 000,,8800 ,5800 , 13 000,,11 000 ,7300 , 16 000,,13 000 ,8900 , 18 000,,15 000 ,11 000 , 21 000,,17 000 ,13 000 , 24 000,,20 000 ,15 000 , 26 000,,22 000 ,17 000 , 29 000,,24 000 ,19 000 , 31 000,,25 000 ,21 000 , 32 000,,27 000 ,22 000 , 33 000,,28 000 ,23 000 , 34 000,,29 000 ,24 000 , 35 000,,29 000 ,25 000 , 35 000,,29 000 ,25 000 , 35 000,,29 000 ,25 000 , 34 000,,29 000 ,25 000 , 33 000,,28 000 ,25 000 , 32 000,,27 000 ,24 000 , 31 000,,26 000 ,23 000 , 29 000,,25 000 ,22 000 , 28 000,,24 000 ,21 000 , 26 000,,22 000 ,20 000 , 24 000,,21 000 ,18 000 , 23 000,,19 000 ,17 000 , 21 000,,18 000 ,15 000 , 20 000,,16 000 ,14 000 , 18 000,,15 000 ,12 000 , 17 000,
Hungary,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Iceland,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication."
Indonesia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,1200 ,1100 , 1400,,1900 ,1700 , 2200,,3000 ,2600 , 3400,,4600 ,4000 , 5100,,6800 ,6100 , 7600,,10 000 ,8800 , 11 000,,14 000 ,13 000 , 16 000,,20 000 ,18 000 , 22 000,,27 000 ,24 000 , 30 000,,35 000 ,32 000 , 39 000,,46 000 ,41 000 , 51 000,,58 000 ,52 000 , 65 000,,72 000 ,65 000 , 81 000,,88 000 ,79 000 , 100 000,,110 000 ,96 000 , 120 000,,130 000 ,110 000 , 140 000,,150 000 ,130 000 , 170 000,,170 000 ,150 000 , 190 000,,190 000 ,170 000 , 210 000,,210 000 ,190 000 , 240 000,,230 000 ,200 000 , 260 000,,250 000 ,220 000 , 280 000,,260 000 ,230 000 , 300 000,,270 000 ,240 000 , 310 000,
Iran (Islamic Republic of),<200 ,<100 , 1100,,<500 ,<100 , 1600,,<500 ,<100 , 2200,,<500 ,<100 , 2900,,<500 ,<100 , 3400,,<1000 ,<200 , 4100,,<1000 ,<200 , 4700,,<1000 ,<200 , 4900,,<1000 ,<500 , 4800,,1100 ,<500 , 5000,,1500 ,<500 , 5300,,1900 ,<1000 , 5900,,2400 ,<1000 , 6800,,3100 ,1300 , 7400,,3900 ,1700 , 9100,,4800 ,2300 , 10 000,,5900 ,3100 , 12 000,,7200 ,4000 , 14 000,,8500 ,5100 , 15 000,,10 000 ,6300 , 17 000,,11 000 ,7500 , 18 000,,13 000 ,8900 , 19 000,,15 000 ,10 000 , 21 000,,16 000 ,12 000 , 23 000,,18 000 ,13 000 , 24 000,,19 000 ,14 000 , 26 000,,21 000 ,15 000 , 27 000,,22 000 ,17 000 , 29 000,,23 000 ,18 000 , 30 000,,24 000 ,18 000 , 31 000,,25 000 ,19 000 , 32 000,,26 000 ,19 000 , 34 000,,26 000 ,19 000 , 35 000,
Iraq,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1200,,<1000 ,<500 , 1300,,<1000 ,<500 , 1400,,<1000 ,<500 , 1500,,<1000 ,<1000 , 1500,,1000 ,<1000 , 1600,,1100 ,<1000 , 1600,,1200 ,<1000 , 1700,,1300 ,<1000 , 1700,,1300 ,<1000 , 1700,,1300 ,1000 , 1800,,1400 ,1100 , 1800,,1400 ,1100 , 1900,,1500 ,1200 , 2000,,1600 ,1200 , 2100,,1600 ,1300 , 2300,
Ireland,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,... ,... , ...,
Israel,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
